index,prediction
106325,11.895887
106326,17.967329
106327,21.736933
106328,21.688583
106329,22.34677
106330,23.102
106331,24.731903
106332,26.960876
106333,26.373512
106334,28.08033
106335,28.773844
106336,23.527334
106337,25.935976
106338,29.73453
106339,29.14321
106340,24.861153
106341,13.722789
106342,13.3834095
106343,24.177746
106344,23.30922
106345,23.434116
106346,24.589756
106347,25.092384
106348,24.492851
106349,24.387074
106350,24.33775
106351,25.055687
106352,26.66708
106353,22.650345
106354,17.961689
106355,15.918046
106356,14.150216
106357,12.084349
106358,7.042079
106359,6.579633
106360,4.138047
106361,2.1049361
106362,1.0332289
106363,-0.015749335
106364,0.023363829
106365,0.12792143
106366,0.15806133
106367,0.16702148
106368,0.41347384
106369,0.43350142
106370,0.40970662
106371,0.20459113
106372,0.21292815
106373,0.21564588
106374,0.21130642
106375,0.24413684
106376,0.069487154
106377,0.046239823
106378,0.030792117
106379,0.03325352
106380,0.018734425
106381,0.017650098
106382,0.019631207
106383,0.019631207
106384,0.019631207
106385,0.025746375
106386,0.025746375
106387,0.0235416
106388,0.0235416
106389,0.034763098
106390,0.034763098
106391,0.034763098
106392,0.034763098
106393,0.034763098
106394,0.034763098
106395,0.02116859
106396,0.02310872
106397,0.02286625
106398,0.018680066
106399,0.018680066
106400,0.018680066
106401,0.015811086
106402,0.0016161203
106403,0.0016161203
106404,0.0016161203
106405,-0.0104807615
106406,-0.0104807615
106407,-0.012391806
106408,-0.01294148
106409,-0.039020777
106410,-0.032461047
106411,-0.028274775
106412,-0.028274775
106413,-0.028274775
106414,-0.028274775
106415,-0.024594903
106416,-0.024594903
106417,-0.024594903
106418,2.8801613
106419,5.159995
106420,7.295071
106421,12.575253
106422,18.909218
106423,20.960476
106424,22.046196
106425,23.28633
106426,22.591526
106427,24.745092
106428,27.869947
106429,28.327158
106430,30.84919
106431,36.27309
106432,31.52725
106433,35.19561
106434,32.874123
106435,24.672388
106436,24.160976
106437,24.730446
106438,24.758293
106439,24.395847
106440,24.395847
106441,24.395847
106442,24.395847
106443,23.64665
106444,23.871666
106445,24.512878
106446,24.154617
106447,23.99386
106448,28.039072
106449,23.00778
106450,17.487196
106451,17.71578
106452,16.901339
106453,12.6278305
106454,9.848001
106455,7.202251
106456,4.2150307
106457,2.4914532
106458,1.8401107
106459,-0.041475773
106460,-0.058377504
106461,-0.040129542
106462,-0.04502058
106463,-0.047291517
106464,-0.048389673
106465,-0.048389673
106466,-0.048389673
106467,-0.048389673
106468,-0.05553794
106469,-0.046286106
106470,-0.07639408
106471,-0.0946722
106472,-0.083450794
106473,-0.07617295
106474,-0.07617295
106475,-0.07617295
106476,-0.07617295
106477,-0.06843436
106478,-0.06843436
106479,-0.06843436
106480,-0.06843436
106481,-0.047589183
106482,-0.043461442
106483,-0.040017247
106484,-0.039318204
106485,-0.04044068
106486,-0.04044068
106487,-0.030824423
106488,-0.030824423
106489,-0.043162942
106490,-0.043162942
106491,-0.044070005
106492,-0.044070005
106493,-0.044070005
106494,-0.04520631
106495,-0.051419973
106496,-0.051419973
106497,-0.051419973
106498,-0.051419973
106499,-0.051419973
106500,-0.052453518
106501,-0.052453518
106502,-0.052453518
106503,-0.052453518
106504,-0.052453518
106505,-0.054989457
106506,-0.06682944
106507,-0.06570852
106508,-0.06570852
106509,-0.06570852
106510,-0.06594229
106511,-0.06594229
106512,-0.068552494
106513,-0.06594229
106514,2.6178436
106515,4.535575
106516,6.776384
106517,12.378607
106518,18.813852
106519,20.146133
106520,21.876186
106521,22.1929
106522,23.689232
106523,25.794197
106524,28.479046
106525,28.68286
106526,33.01421
106527,33.901474
106528,35.313812
106529,32.08595
106530,35.894825
106531,30.495531
106532,23.988937
106533,22.83702
106534,22.261017
106535,21.95991
106536,22.340395
106537,20.911482
106538,20.805704
106539,20.451284
106540,20.428617
106541,22.349224
106542,22.582104
106543,22.864431
106544,29.221352
106545,25.184652
106546,20.566248
106547,20.271112
106548,14.623648
106549,11.171522
106550,9.271041
106551,7.1054974
106552,4.6967406
106553,2.8939717
106554,1.8200576
106555,0.124506176
106556,0.25438917
106557,0.07943916
106558,-0.014868736
106559,-0.014388919
106560,-0.028908134
106561,-0.028908134
106562,-0.014388919
106563,-0.0038136244
106564,0.07144925
106565,0.082871854
106566,0.14122984
106567,0.2258271
106568,0.14677516
106569,0.17529011
106570,0.11984858
106571,0.12185976
106572,0.12398118
106573,0.12398118
106574,0.1234045
106575,0.12210125
106576,0.1205565
106577,0.010174304
106578,-0.009506226
106579,-0.009506226
106580,-0.008134842
106581,-0.005930066
106582,-0.005930066
106583,-0.005930066
106584,-0.005930066
106585,-0.005930066
106586,-0.005930066
106587,-0.008134842
106588,-0.009028554
106589,-0.0159055
106590,-0.0023112297
106591,0.013300538
106592,0.37500784
106593,0.37500784
106594,0.11961135
106595,0.17751622
106596,0.30397937
106597,0.24778137
106598,0.25266945
106599,0.3441024
106600,0.31913742
106601,0.31913742
106602,0.31824273
106603,0.34046715
106604,0.32820147
106605,0.32581115
106606,0.31324205
106607,0.3048111
106608,0.15241393
106609,0.15241393
106610,1.5205605
106611,3.0788643
106612,5.733367
106613,7.2870584
106614,12.839699
106615,15.23555
106616,16.554983
106617,19.378227
106618,20.61729
106619,21.37923
106620,23.31291
106621,26.839758
106622,31.486761
106623,28.803156
106624,27.472097
106625,25.4018
106626,25.01758
106627,23.724936
106628,24.475235
106629,24.085676
106630,24.124187
106631,24.531696
106632,24.531696
106633,24.531696
106634,24.562439
106635,25.654964
106636,27.015467
106637,27.654634
106638,30.733494
106639,31.406107
106640,28.571354
106641,26.40317
106642,21.200918
106643,20.09666
106644,16.474163
106645,10.278336
106646,10.861539
106647,6.6167097
106648,4.91777
106649,3.3020148
106650,3.4377995
106651,-0.07166296
106652,-0.11211145
106653,0.64410716
106654,0.44227856
106655,-0.7500144
106656,-0.82488346
106657,-0.8327857
106658,-0.8213042
106659,-0.57579756
106660,1.2166796
106661,1.4468
106662,1.9083201
106663,2.2021325
106664,2.9860008
106665,2.9860008
106666,2.9860008
106667,2.9860008
106668,2.9860008
106669,2.9860008
106670,2.0568693
106671,2.0568693
106672,1.8117296
106673,1.1671557
106674,1.0624313
106675,1.099582
106676,0.9363772
106677,0.9363772
106678,0.17768344
106679,0.17768344
106680,0.17768344
106681,0.20449612
106682,0.23237285
106683,0.29080123
106684,0.3074581
106685,0.30592024
106686,0.41562584
106687,0.41562584
106688,0.69175696
106689,0.69175696
106690,0.69175696
106691,0.65711826
106692,0.65711826
106693,0.68670356
106694,0.69175696
106695,0.26113635
106696,0.26113635
106697,0.18876883
106698,0.19229183
106699,0.2349169
106700,0.23369536
106701,0.10822213
106702,0.06714234
106703,0.039265424
106704,0.039265424
106705,0.039265424
106706,0.9718001
106707,1.9458572
106708,4.9677663
106709,7.2995825
106710,11.68545
106711,13.058015
106712,13.128373
106713,18.372225
106714,18.292643
106715,19.665329
106716,23.505392
106717,24.13452
106718,29.572678
106719,29.622206
106720,30.076889
106721,25.014875
106722,22.765781
106723,22.778044
106724,20.395338
106725,20.069988
106726,19.916082
106727,19.124037
106728,19.352613
106729,21.220812
106730,20.703783
106731,25.910997
106732,28.009192
106733,28.40517
106734,23.500252
106735,20.136545
106736,18.553192
106737,17.849064
106738,16.920095
106739,13.246151
106740,10.75569
106741,10.823286
106742,9.955844
106743,6.4381676
106744,4.166172
106745,3.691243
106746,2.0436711
106747,-0.07019031
106748,0.06674343
106749,0.06674343
106750,0.13867623
106751,0.2624601
106752,0.13222307
106753,0.124495536
106754,0.098649085
106755,0.060754955
106756,-0.004381776
106757,-0.035140395
106758,-0.09826493
106759,-0.101616025
106760,-0.110737324
106761,-0.10605109
106762,-0.09898114
106763,-0.09858465
106764,-0.09858465
106765,-0.09858465
106766,-0.10641563
106767,-0.117195964
106768,-0.08593035
106769,0.04678908
106770,0.04678908
106771,0.04678908
106772,0.09908563
106773,0.09908563
106774,0.056560606
106775,0.056560606
106776,0.056560606
106777,0.056560606
106778,0.09189692
106779,-0.035807252
106780,-0.043534756
106781,-0.043534756
106782,0.06646839
106783,0.07419589
106784,0.13462588
106785,0.12378019
106786,0.12378019
106787,0.12378019
106788,0.017183483
106789,0.12317902
106790,0.26719776
106791,0.21694717
106792,0.10923949
106793,0.23060647
106794,0.18593058
106795,0.09375903
106796,-0.06636572
106797,-0.06884694
106798,-0.06203723
106799,-0.07374656
106800,-0.043153048
106801,0.060477912
106802,0.5959595
106803,1.7241874
106804,2.232718
106805,5.2689567
106806,6.338459
106807,9.698874
106808,9.1168585
106809,11.663833
106810,12.119705
106811,10.204012
106812,11.188289
106813,10.212026
106814,12.56073
106815,17.417952
106816,19.301296
106817,19.99885
106818,20.503965
106819,21.546993
106820,22.528105
106821,23.029478
106822,22.929173
106823,21.279026
106824,20.768602
106825,20.985432
106826,24.362982
106827,21.974916
106828,23.158297
106829,23.115906
106830,22.045473
106831,20.219982
106832,17.748156
106833,16.876404
106834,14.782576
106835,11.710462
106836,10.033849
106837,8.752879
106838,5.36593
106839,3.8852541
106840,2.639335
106841,1.9802512
106842,1.3031764
106843,0.0027275085
106844,-0.006861806
106845,-0.068409085
106846,-0.07027149
106847,-0.059050083
106848,-0.060083628
106849,-0.060083628
106850,-0.0672611
106851,-0.0672611
106852,-0.07080233
106853,-0.030335784
106854,0.24616495
106855,0.18265933
106856,-0.04941404
106857,-0.08371174
106858,-0.110342026
106859,-0.10582101
106860,-0.10582101
106861,-0.10582101
106862,-0.10582101
106863,-0.10802579
106864,-0.10032785
106865,-0.07468593
106866,-0.07690966
106867,-0.069416046
106868,-0.052474856
106869,-0.050365686
106870,0.027221441
106871,0.4602398
106872,0.4602398
106873,0.4602398
106874,2.4727201
106875,2.4727201
106876,2.3352487
106877,0.38756236
106878,0.3706125
106879,0.01897934
106880,2.0508091
106881,0.1025137
106882,0.07234672
106883,0.22013655
106884,0.22013655
106885,0.22013655
106886,0.23413762
106887,0.24480751
106888,0.24480751
106889,0.25989908
106890,0.48408538
106891,0.5056656
106892,0.33461878
106893,0.33461878
106894,0.33682355
106895,0.34026772
106896,0.33580452
106897,0.099539995
106898,3.5867288
106899,7.1285634
106900,9.433641
106901,14.4684105
106902,18.72921
106903,21.46921
106904,22.716839
106905,24.296722
106906,25.730698
106907,28.447023
106908,29.743088
106909,28.789509
106910,31.679573
106911,32.508587
106912,35.768867
106913,32.907116
106914,37.309822
106915,36.31955
106916,35.95099
106917,36.239098
106918,35.410095
106919,35.050976
106920,35.050976
106921,35.050976
106922,35.050976
106923,35.292294
106924,34.988556
106925,35.00831
106926,35.457375
106927,35.513504
106928,25.934345
106929,22.043201
106930,19.260094
106931,18.32501
106932,16.731379
106933,12.981261
106934,10.466241
106935,7.41363
106936,4.84697
106937,2.5106122
106938,1.6367446
106939,0.6697842
106940,0.055947036
106941,0.057373345
106942,0.06529477
106943,0.31188503
106944,0.30929714
106945,0.30929714
106946,0.32343745
106947,0.34437513
106948,0.123423606
106949,0.067718536
106950,0.049731225
106951,0.039106995
106952,0.039106995
106953,0.1937308
106954,0.29250172
106955,0.29250172
106956,1.3413599
106957,0.3008386
106958,0.3008386
106959,0.15186426
106960,0.16030923
106961,-0.015217543
106962,-0.019061208
106963,0.029112577
106964,0.07027218
106965,0.17860118
106966,0.17773211
106967,0.16654378
106968,0.16654378
106969,0.15809885
106970,0.30305263
106971,0.13184375
106972,0.13414744
106973,0.16594431
106974,0.16798753
106975,0.18112004
106976,0.009267002
106977,-0.0111579895
106978,-0.04983473
106979,-0.04983473
106980,-0.050099373
106981,-0.050099373
106982,-0.050341964
106983,-0.04941404
106984,-0.05312085
106985,-0.05312085
106986,-0.05312085
106987,-0.055032015
106988,-0.055032015
106989,-0.057901144
106990,-0.059023738
106991,-0.053380013
106992,-0.06402445
106993,1.1703693
106994,4.8422008
106995,7.5773435
106996,9.8931055
106997,13.490598
106998,18.797127
106999,17.418474
107000,22.204782
107001,22.053123
107002,22.541065
107003,22.873812
107004,27.223377
107005,27.262728
107006,27.45989
107007,30.374762
107008,29.018042
107009,32.632816
107010,36.222347
107011,36.124874
107012,36.124874
107013,36.1891
107014,36.438297
107015,36.190086
107016,36.190086
107017,33.234764
107018,30.315569
107019,27.174046
107020,27.081505
107021,22.884396
107022,22.809841
107023,20.89128
107024,18.190983
107025,19.485235
107026,17.60988
107027,15.322353
107028,13.290778
107029,9.701113
107030,7.8126655
107031,6.803085
107032,4.4190826
107033,2.5804021
107034,1.1940391
107035,0.4125292
107036,-0.024168491
107037,-0.023552537
107038,-0.033555746
107039,-0.04304719
107040,-0.04304719
107041,-0.043596864
107042,-0.06610668
107043,-0.07961261
107044,-0.07968271
107045,-0.08027387
107046,-0.080447435
107047,-0.080447435
107048,-0.08330119
107049,-0.08330119
107050,-0.08354533
107051,-0.07848251
107052,-0.07848251
107053,-0.08912134
107054,-0.08138263
107055,-0.08070052
107056,-0.072110176
107057,-0.06529021
107058,-0.057627678
107059,-0.042122602
107060,-0.030335784
107061,-0.030093312
107062,-0.009514809
107063,0.048368067
107064,0.04302478
107065,0.04302478
107066,0.042058587
107067,0.06284985
107068,0.06284985
107069,0.019486248
107070,0.020519763
107071,0.057251424
107072,0.09306246
107073,0.07854316
107074,0.07854316
107075,0.054385662
107076,0.054385662
107077,0.054385662
107078,0.054385662
107079,0.054385662
107080,0.054121047
107081,0.054121047
107082,0.054121047
107083,0.065100014
107084,0.06480625
107085,0.053019494
107086,0.053019494
107087,0.04406914
107088,0.04406914
107089,3.9246879
107090,5.218897
107091,7.1498637
107092,10.76115
107093,13.660187
107094,16.97016
107095,17.030455
107096,18.7903
107097,21.803787
107098,25.668186
107099,27.989632
107100,26.37082
107101,30.462284
107102,33.428173
107103,26.093111
107104,25.158659
107105,25.153395
107106,25.808933
107107,25.187883
107108,25.01773
107109,25.01773
107110,25.080763
107111,25.110126
107112,25.110126
107113,25.048689
107114,25.048689
107115,24.863955
107116,24.679094
107117,25.166945
107118,26.097733
107119,26.18148
107120,26.044083
107121,25.79905
107122,22.169575
107123,18.206268
107124,18.430176
107125,14.102593
107126,10.353724
107127,8.171513
107128,6.6828103
107129,3.6712275
107130,1.5401065
107131,0.55540013
107132,-0.015519142
107133,-0.014104605
107134,-0.004573822
107135,-0.004573822
107136,-0.0043091774
107137,0.0062539577
107138,0.02455476
107139,0.050700963
107140,0.16479537
107141,0.16997796
107142,0.5299923
107143,0.2716233
107144,0.21864083
107145,0.21982074
107146,0.20922941
107147,0.020674497
107148,0.082766324
107149,0.018734425
107150,-0.0052936077
107151,-0.0052936077
107152,-0.0055582523
107153,0.048701346
107154,0.03325352
107155,0.056197703
107156,0.030065298
107157,0.019631207
107158,0.019631207
107159,0.019366592
107160,0.019366592
107161,0.01912412
107162,0.017213017
107163,0.016090512
107164,0.027311802
107165,0.027311802
107166,0.009375721
107167,0.009375721
107168,0.014665395
107169,-0.015739918
107170,-0.018608928
107171,-0.018608928
107172,-0.018608928
107173,-0.018608928
107174,-0.018608928
107175,-0.018608928
107176,-0.018608928
107177,-0.018608928
107178,-0.018608928
107179,-0.018608928
107180,-0.029253483
107181,-0.029253483
107182,-0.029253483
107183,-0.029253483
107184,-0.029253483
107185,0.9543556
107186,4.6357913
107187,7.3111362
107188,10.972725
107189,16.556084
107190,21.151766
107191,22.492123
107192,24.343128
107193,24.11939
107194,26.19304
107195,27.591648
107196,28.876762
107197,32.732925
107198,32.20285
107199,33.097176
107200,33.12826
107201,31.764917
107202,32.934124
107203,32.377007
107204,29.572727
107205,29.558014
107206,25.747942
107207,25.845785
107208,25.087553
107209,25.512608
107210,25.732859
107211,30.55089
107212,31.111858
107213,32.190514
107214,30.097319
107215,25.699448
107216,21.662878
107217,20.161781
107218,18.869503
107219,17.484638
107220,12.420847
107221,9.582801
107222,8.075038
107223,9.704387
107224,5.00291
107225,2.4951417
107226,1.2401623
107227,0.64300954
107228,0.026889801
107229,0.023463666
107230,0.026553243
107231,-0.002577722
107232,-0.005501628
107233,-0.0052369833
107234,0.0078045726
107235,0.05601853
107236,0.11854532
107237,0.34772295
107238,0.8749041
107239,0.43549952
107240,0.38547853
107241,0.37405592
107242,0.389895
107243,0.11832866
107244,0.046203107
107245,0.046203107
107246,0.046203107
107247,0.046203107
107248,0.046203107
107249,0.16162252
107250,0.11576119
107251,-0.0675621
107252,-0.06806934
107253,-0.08728695
107254,-0.10269821
107255,-0.08314991
107256,-0.08377898
107257,-0.08377898
107258,-0.08116865
107259,-0.08116865
107260,-0.07237923
107261,-0.09079075
107262,-0.081671834
107263,-0.079015374
107264,-0.07903075
107265,-0.07903075
107266,-0.075351
107267,-0.075351
107268,-0.055756092
107269,-0.050112605
107270,-0.050112605
107271,-0.048316836
107272,-0.048316836
107273,-0.048316836
107274,-0.04943943
107275,-0.048526168
107276,-0.0465703
107277,-0.046108365
107278,-0.045979142
107279,-0.045979142
107280,-0.045979142
107281,2.765739
107282,4.630352
107283,5.7357283
107284,9.202773
107285,16.029148
107286,20.745157
107287,22.606026
107288,24.082882
107289,23.970177
107290,25.411423
107291,25.568506
107292,27.351273
107293,32.732334
107294,33.780193
107295,36.156197
107296,36.850853
107297,36.228886
107298,32.48208
107299,34.736763
107300,26.262043
107301,24.144041
107302,24.115774
107303,24.413427
107304,24.111984
107305,24.111984
107306,24.142725
107307,25.219755
107308,26.730038
107309,26.350521
107310,26.270794
107311,30.696196
107312,27.203392
107313,20.353247
107314,16.159784
107315,18.245295
107316,15.016549
107317,12.718524
107318,11.571815
107319,7.39234
107320,5.6767354
107321,3.8915517
107322,1.6105072
107323,0.56731963
107324,-0.015152693
107325,-0.015407801
107326,-0.017612576
107327,-0.017612576
107328,-0.018540502
107329,-0.018540502
107330,-0.005825758
107331,-0.0055832863
107332,0.0090262
107333,0.050912738
107334,0.10720238
107335,0.22404522
107336,0.065859884
107337,0.002078563
107338,0.08033478
107339,0.011812866
107340,-0.0062566996
107341,-0.058453918
107342,-0.023045897
107343,-0.035384297
107344,-0.06070876
107345,0.108679414
107346,0.10810268
107347,0.10810268
107348,0.11043814
107349,0.17085147
107350,0.17085147
107351,0.1827715
107352,0.1827715
107353,0.18089041
107354,0.18672648
107355,0.040040374
107356,0.012772918
107357,-0.0071582794
107358,-0.0071582794
107359,-0.021677494
107360,-0.045705795
107361,-0.048702717
107362,-0.040106177
107363,-0.040246367
107364,-0.040246367
107365,-0.03819108
107366,-0.03725791
107367,-0.03725791
107368,-0.03725791
107369,-0.018714309
107370,-0.018714309
107371,-0.02338779
107372,-0.024301052
107373,-0.025509119
107374,-0.025509119
107375,-0.02918899
107376,-0.051163435
107377,0.8683762
107378,3.5998545
107379,5.4761353
107380,8.988644
107381,11.66806
107382,19.258179
107383,21.869257
107384,22.914356
107385,23.197691
107386,24.151617
107387,27.84434
107388,28.507261
107389,28.186382
107390,31.944847
107391,31.956598
107392,33.564434
107393,31.900259
107394,36.127018
107395,33.75812
107396,33.41734
107397,32.67689
107398,25.045513
107399,25.045513
107400,24.93599
107401,24.71566
107402,25.210703
107403,25.513575
107404,29.659658
107405,29.052639
107406,24.426542
107407,22.702515
107408,18.449657
107409,19.106815
107410,18.825592
107411,15.739728
107412,13.385672
107413,11.32265
107414,7.3237205
107415,5.938202
107416,3.4316828
107417,2.2146668
107418,1.8687551
107419,0.77586323
107420,0.093439996
107421,0.11205602
107422,0.12876716
107423,0.18500715
107424,0.22845927
107425,0.17965621
107426,0.15336752
107427,0.08798477
107428,-0.025899768
107429,0.03019175
107430,0.010734081
107431,-0.06286085
107432,-0.061674953
107433,-0.06594372
107434,-0.07954872
107435,-0.07910335
107436,-0.07910335
107437,-0.07910335
107438,-0.07735264
107439,-0.06941569
107440,-0.05595076
107441,-0.047293305
107442,0.027407765
107443,0.034312397
107444,0.043748707
107445,0.0044902265
107446,0.028164744
107447,0.028164744
107448,0.028638363
107449,0.07655606
107450,0.07655606
107451,0.07655606
107452,0.0857012
107453,0.0857012
107454,0.0857012
107455,0.088819504
107456,-0.024554372
107457,-0.0044317245
107458,-0.037614822
107459,-0.024533033
107460,-0.011831999
107461,-0.021268368
107462,-0.034733415
107463,-0.046818376
107464,-0.04801619
107465,-0.04801619
107466,-0.04825878
107467,-0.04825878
107468,-0.04825878
107469,-0.04825878
107470,-0.04825878
107471,-0.04825878
107472,-0.04825878
107473,0.8104926
107474,2.7645512
107475,4.9316792
107476,8.703929
107477,9.752538
107478,13.094757
107479,12.042961
107480,15.692116
107481,18.666973
107482,19.914766
107483,21.336458
107484,22.366251
107485,25.173492
107486,24.62179
107487,26.849173
107488,23.929068
107489,25.919973
107490,24.468246
107491,25.287619
107492,26.250475
107493,24.33584
107494,27.8233
107495,25.586405
107496,24.419647
107497,24.528385
107498,23.017632
107499,24.376045
107500,23.959213
107501,20.731482
107502,20.202961
107503,20.168016
107504,19.868385
107505,18.961197
107506,17.445763
107507,17.53865
107508,15.518509
107509,10.995414
107510,9.47964
107511,8.680278
107512,6.3212285
107513,2.9510646
107514,1.9000562
107515,0.5551117
107516,-0.06587362
107517,-0.062250257
107518,-0.0463717
107519,-0.037418723
107520,-0.037418723
107521,-0.053032756
107522,-0.04480529
107523,0.20882535
107524,0.02157545
107525,-0.074156284
107526,-0.0746634
107527,-0.09439278
107528,-0.11685979
107529,-0.11563563
107530,-0.124765396
107531,-0.11602795
107532,-0.11498356
107533,-0.1126858
107534,-0.10622716
107535,-0.107059
107536,-0.12530446
107537,-0.057242036
107538,-0.05166626
107539,-0.06615436
107540,-0.06615436
107541,-0.06983423
107542,-0.07678318
107543,-0.07678318
107544,-0.074852586
107545,-0.07678318
107546,-0.08573353
107547,-0.085862756
107548,-0.08632469
107549,-0.08632469
107550,-0.08632469
107551,-0.09685612
107552,-0.10249984
107553,-0.10249984
107554,-0.095932186
107555,-0.09242594
107556,-0.09242594
107557,-0.09242594
107558,-0.10039401
107559,-0.098463535
107560,-0.08793199
107561,-0.08640897
107562,-0.08640897
107563,-0.08640897
107564,-0.07052767
107565,-0.063578725
107566,-0.07512438
107567,-0.045485973
107568,-0.045485973
107569,2.6848154
107570,5.506033
107571,6.378704
107572,12.526121
107573,13.460854
107574,15.620696
107575,17.603918
107576,19.33257
107577,21.74289
107578,28.088188
107579,28.629227
107580,31.515247
107581,29.813679
107582,30.625599
107583,24.80161
107584,23.885254
107585,26.814945
107586,27.648783
107587,18.966793
107588,16.87889
107589,15.200097
107590,13.729232
107591,14.984801
107592,14.492494
107593,25.80376
107594,27.968666
107595,27.528463
107596,29.173054
107597,29.371355
107598,29.477573
107599,27.407984
107600,34.430733
107601,31.243334
107602,25.51375
107603,24.842052
107604,19.89784
107605,16.877377
107606,16.555813
107607,11.856846
107608,9.157988
107609,4.181858
107610,1.6142936
107611,0.52485496
107612,0.064913124
107613,0.014231592
107614,0.19710973
107615,0.20853236
107616,0.20853236
107617,0.20853236
107618,0.21937805
107619,0.28918466
107620,0.29311445
107621,0.34968254
107622,0.34968254
107623,0.35727787
107624,0.59512585
107625,0.5902378
107626,0.5902378
107627,0.25958657
107628,0.25185895
107629,0.25185895
107630,0.1216158
107631,0.1216158
107632,0.1216158
107633,0.09814221
107634,-0.04522586
107635,-0.02547431
107636,-0.02547431
107637,-0.027802587
107638,-0.041669726
107639,-0.04193437
107640,-0.04193437
107641,-0.04194975
107642,-0.04219234
107643,-0.04219234
107644,-0.03674352
107645,-0.040707946
107646,-0.040941834
107647,-0.040941834
107648,-0.040941834
107649,-0.040941834
107650,-0.040941834
107651,-0.040941834
107652,-0.040941834
107653,-0.040941834
107654,-0.040941834
107655,-0.040941834
107656,-0.040941834
107657,-0.040941834
107658,-0.040941834
107659,-0.042897582
107660,-0.042452216
107661,-0.031621933
107662,-0.031621933
107663,-0.031621933
107664,-0.031621933
107665,1.212674
107666,2.9061575
107667,4.049721
107668,6.436462
107669,9.616241
107670,11.327966
107671,13.673226
107672,14.827625
107673,19.688704
107674,21.366982
107675,25.738977
107676,26.782366
107677,28.177105
107678,29.811094
107679,31.475824
107680,31.973595
107681,31.244217
107682,35.213833
107683,34.02927
107684,35.81507
107685,33.804268
107686,33.519363
107687,25.930002
107688,27.299538
107689,26.29666
107690,26.022362
107691,30.516094
107692,25.041729
107693,22.646955
107694,22.651016
107695,18.158312
107696,18.42223
107697,18.492987
107698,16.184893
107699,15.640005
107700,13.010857
107701,10.376355
107702,6.9990296
107703,6.1251917
107704,2.8588312
107705,1.8363434
107706,1.1609347
107707,0.79669577
107708,-0.01940453
107709,-0.053460836
107710,-0.06261051
107711,-0.056168437
107712,-0.08824253
107713,-0.08794153
107714,-0.084261775
107715,-0.06272566
107716,-0.050938845
107717,-0.050696254
107718,-0.037011266
107719,0.14358497
107720,0.17415118
107721,0.07981983
107722,0.11212143
107723,0.18166545
107724,-0.0012868643
107725,-0.015806079
107726,-0.04958546
107727,-0.052066922
107728,-0.053572297
107729,-0.04680407
107730,-0.04680407
107731,-0.051072717
107732,-0.051072717
107733,-0.039484978
107734,-0.039484978
107735,-0.039484978
107736,-0.029352069
107737,-0.029352069
107738,-0.021995783
107739,-0.021995783
107740,-0.023132086
107741,-0.024219632
107742,-0.023897052
107743,-0.0223099
107744,-0.0223099
107745,-0.0223099
107746,-0.0223099
107747,-0.0223099
107748,-0.0223099
107749,-0.0223099
107750,-0.0223099
107751,-0.0223099
107752,-0.0223099
107753,-0.022637606
107754,-0.018770933
107755,-0.016547084
107756,-0.016547084
107757,-0.021995783
107758,-0.13675666
107759,-0.015537143
107760,-0.018012404
107761,1.3551258
107762,3.4550452
107763,4.995371
107764,6.8668065
107765,9.669725
107766,12.968291
107767,16.615059
107768,21.094418
107769,22.138645
107770,23.094069
107771,23.72444
107772,28.154749
107773,29.443983
107774,28.942808
107775,27.925451
107776,31.30077
107777,32.72317
107778,36.68722
107779,36.68722
107780,36.235886
107781,34.6441
107782,34.598953
107783,34.282803
107784,33.58779
107785,33.66076
107786,29.48376
107787,28.707703
107788,22.671356
107789,19.2569
107790,17.327457
107791,17.616724
107792,19.102573
107793,17.416628
107794,15.522104
107795,13.003779
107796,11.595643
107797,7.792743
107798,6.960211
107799,6.880599
107800,2.959659
107801,1.993188
107802,1.214359
107803,0.62452644
107804,-0.042421937
107805,-0.043596864
107806,-0.079300046
107807,-0.079300046
107808,-0.074125886
107809,-0.06849742
107810,-0.07714689
107811,-0.08027387
107812,-0.07148433
107813,-0.07148433
107814,-0.042820573
107815,-0.016521096
107816,-0.031990528
107817,-0.053732514
107818,-0.0352453
107819,-0.0352453
107820,-0.0352453
107821,-0.0352453
107822,-0.031303763
107823,-0.0481503
107824,-0.04755795
107825,-0.0058442354
107826,-0.0058442354
107827,0.003235221
107828,0.003235221
107829,0.0021826625
107830,0.0021826625
107831,-0.011977911
107832,-0.020351171
107833,-0.0005609393
107834,0.000372231
107835,-0.0021635294
107836,-0.003445387
107837,-0.022037864
107838,0.012482226
107839,0.007956535
107840,-0.009547114
107841,0.01805228
107842,0.03320241
107843,0.22674936
107844,0.22981924
107845,0.036330402
107846,0.036330402
107847,-0.009547114
107848,-0.009547114
107849,-0.014354467
107850,-0.0013246536
107851,-0.008883715
107852,-0.009816885
107853,-0.0063728094
107854,0.009836376
107855,0.021924525
107856,0.021924525
107857,2.0725324
107858,5.0605702
107859,6.991175
107860,13.048965
107861,16.77896
107862,16.580498
107863,18.407854
107864,21.368229
107865,25.59438
107866,26.799906
107867,25.85807
107868,30.826853
107869,34.81429
107870,34.713604
107871,33.504948
107872,25.93077
107873,25.513409
107874,15.560038
107875,13.073013
107876,12.841529
107877,12.776665
107878,10.488063
107879,10.319384
107880,10.319384
107881,10.319384
107882,13.099635
107883,24.958668
107884,24.89723
107885,26.195492
107886,26.674482
107887,26.538992
107888,26.971006
107889,30.681656
107890,22.820047
107891,20.109858
